id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
20545,uncommon,6500,moon,moon,,2023-01-19T22:59:21.137Z,600,600,17,12904,4432,29.95,1920
51077,uncommon,8899,ufo,ufo,,2023-01-20T16:25:39.776Z,600,600,140,11981,6336,256.09,0
46501,uncommon,1850,bomb,bomb,,2023-01-20T18:20:43.673Z,600,600,155,409,175,7.64,0
42612,uncommon,3000,bomb,bomb,,2023-01-19T10:49:54.716Z,600,600,131,23383,7441,779.23,1730
51197,uncommon,7000,ufo,ufo,,2023-01-20T15:03:14.081Z,600,600,177,11789,7003,2825.49,18650
51624,uncommon,8999,ufo,ufo,,2023-01-18T18:47:45.679Z,600,600,256,180,73,0.99,0
58031,uncommon,9000,moon,moon,,2023-01-17T20:44:26.028Z,600,600,299,49,24,0.99,0
60476,uncommon,1700,bomb,bomb,,2023-01-19T23:27:55.587Z,600,600,488,307,132,2.40,1250
60917,uncommon,1150,bomb,bomb,,2023-01-17T23:20:13.845Z,600,600,570,28,15,1.32,0
58860,common,2500,football,football,,2023-01-20T17:14:56.369Z,2000,2000,1101,17,6,0.66,6250
64408,common,1000,football,football,,2023-01-20T16:44:07.349Z,2000,2000,1457,0,0,0,0
64540,common,1000,football,football,,2023-01-20T16:39:55.183Z,2000,2000,1528,0,0,0,0
64521,common,1000,football,football,,2023-01-20T16:39:59.193Z,2000,2000,1520,0,0,0,0
64804,common,3800,football,football,,2023-01-19T21:10:34.388Z,2000,2000,1662,869,391,14.96,10320
64478,common,1000,football,football,,2023-01-20T16:43:54.387Z,2000,2000,1502,0,0,0,0
11760,common,3400,football,football,,2023-01-20T18:30:13.320Z,2000,2000,22,3577,1761,920.40,3490
64576,common,1000,football,football,,2023-01-20T16:39:51.776Z,2000,2000,1547,0,0,0,0
41303,uncommon,1300,bomb,bomb,,2023-01-18T23:25:47.541Z,600,600,43,2013,877,367.46,0
51293,uncommon,3300,ufo,ufo,,2023-01-20T03:11:19.502Z,600,600,192,83,54,2.38,0
47664,uncommon,8999,moon,moon,,2023-01-18T18:46:03.077Z,600,600,114,384,169,6.70,5000
52224,uncommon,8999,bomb,bomb,,2023-01-18T18:47:41.706Z,600,600,225,165,84,1.39,0
52855,uncommon,3800,ufo,ufo,,2023-01-20T18:25:39.121Z,600,600,418,204,102,0,0
64375,common,1000,football,football,,2023-01-20T16:44:17.690Z,2000,2000,1439,0,0,0,0
58159,uncommon,1142.86,bomb,bomb,,2023-01-19T09:09:24.792Z,600,600,380,56,29,1.39,0
53086,uncommon,5000,ufo,ufo,,2023-01-17T20:23:37.135Z,600,600,431,3114,1301,50.28,2970
59773,uncommon,5500,moon,moon,,2023-01-20T11:43:29.032Z,600,600,528,43,29,0,0
54639,uncommon,20000,ufo,ufo,,2023-01-19T23:49:02.962Z,600,600,542,42992,21479,12109.21,32890
53830,common,940,football,football,,2023-01-20T16:54:19.177Z,2000,2000,974,21,8,0.66,0
64470,common,1000,football,football,,2023-01-20T16:43:58.015Z,2000,2000,1496,0,0,0,0
64492,common,1000,football,football,,2023-01-20T16:40:06.212Z,2000,2000,1508,0,0,0,0
64461,common,1000,football,football,,2023-01-20T16:44:03.924Z,2000,2000,1489,0,0,0,0
64502,common,1000,football,football,,2023-01-20T16:40:02.638Z,2000,2000,1512,0,0,0,0
54606,uncommon,8700,ufo,ufo,,2023-01-19T05:17:12.252Z,600,600,539,5092,2000,714.43,3320
64716,common,1380,football,football,,2023-01-20T03:19:52.125Z,2000,2000,1611,0,0,0,0
58007,common,920,football,football,,2023-01-20T16:54:22.114Z,2000,2000,1086,13,8,0,0
60925,uncommon,2222,bomb,bomb,,2023-01-20T03:29:04.185Z,600,600,571,0,0,0,0
64447,common,1860,football,football,,2023-01-20T03:19:49.087Z,2000,2000,1480,30,26,17.49,0
68547,common,1900,football,football,,2023-01-20T18:37:54.672Z,2000,2000,2014,9,3,0,2570
51037,uncommon,20000,ufo,ufo,,2023-01-18T23:04:52.538Z,600,600,121,31008,17844,10088.14,36760
