id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
48368,rare,15000,floater,floater,,2023-01-19T13:43:46.348Z,150,150,22,3706,1969,1172.57,31850
44151,epic,13000,discoball,discoball,,2023-01-19T14:00:57.681Z,53,53,32,2604,1132,35.30,0
45820,epic,18000,angel,angel,,2023-01-20T19:14:48.285Z,50,50,40,17501,6576,178.40,0
45824,epic,19000,angel,angel,,2023-01-19T14:00:36.921Z,50,50,44,4594,2067,299.60,0
49440,rare,5000,floater,floater,,2023-01-21T06:28:02.846Z,150,150,44,406,211,9.23,0
47655,rare,9500,gamer,gamer,,2022-12-04T23:38:26.149Z,100,100,46,8259,3930,1001.60,7500
42506,rare,4400,jackolantern,jackolantern,,2022-12-22T20:53:51.170Z,150,150,85,11256,4795,137.78,490
50672,common,1380,vase,vase,,2023-01-21T19:03:42.269Z,2000,1904,90,679,368,13.57,0
65094,rare,3500,frankie,frankie,,2022-11-06T22:59:35.201Z,150,150,90,171,75,0,0
62147,common,180,virus,virus,,2023-01-22T03:01:44.216Z,2000,2000,1820,1,1,0,0
49025,rare,6000,burger,burger,,2023-01-18T11:51:28.107Z,150,150,91,378,157,4.53,0
54400,rare,5000,floater,floater,,2023-01-21T06:30:34.842Z,150,150,96,218,111,5.02,0
62085,common,190,virus,virus,,2023-01-22T03:01:49.723Z,2000,2000,1788,2,1,0,0
54659,rare,5000,floater,floater,,2023-01-21T06:30:27.472Z,150,150,102,268,126,6.95,0
68400,rare,3700,peach,peach,,2023-01-05T11:36:30.669Z,100,100,103,0,0,0,0
54690,rare,5000,floater,floater,,2023-01-21T06:36:20.484Z,150,150,106,95,41,1.46,0
7408,rare,1700,marble,marble,,2022-12-07T17:04:13.486Z,289,289,107,1152,455,6.09,0
68498,common,260,volleyball,volleyball,,2023-01-22T03:01:59.984Z,2000,2000,1905,0,0,0,0
42781,epic,13500,discoball,discoball,,2023-01-19T14:01:06.448Z,53,53,20,4210,1651,93.23,0
49133,rare,6000,burger,burger,,2023-01-22T00:19:52.910Z,150,150,112,226,101,2.48,0
1522,rare,1850,coconut,coconut,,2022-11-29T13:00:50.852Z,289,289,119,303,125,3.37,0
41025,common,350,volleyball,volleyball,,2023-01-22T02:45:32.244Z,2000,2000,126,1477,505,16.73,0
51077,uncommon,9700,ufo,ufo,,2023-01-21T20:41:55.911Z,600,600,140,12063,6373,256.42,0
22945,common,130,basketball,basketball,,2023-01-21T19:01:19.741Z,4287,2566,141,163,60,2.0,0
55171,rare,5000,floater,floater,,2023-01-21T06:35:25.489Z,150,150,145,126,66,1.32,0
2103,epic,15000,devil,devil,,2022-08-09T15:43:16.472Z,81,81,76,4490,1825,9.3,0
52344,rare,5000,floater,floater,,2023-01-21T06:27:49.289Z,150,150,76,394,204,6.57,0
48649,rare,17000,floater,floater,,2022-12-26T20:15:38.378Z,150,150,30,2427,1414,9.43,0
49931,rare,9000,cherry,cherry,,2022-12-14T03:26:48.941Z,100,100,82,611,298,14.78,0
53170,rare,5000,floater,floater,,2023-01-21T06:29:05.180Z,150,150,82,348,162,7.09,0
67457,uncommon,3900,earth,earth,,2023-01-21T01:12:41.743Z,600,600,171,0,0,0,0
54135,rare,5000,floater,floater,,2023-01-21T06:29:48.752Z,150,150,91,266,141,6.62,0
48734,common,950,crosshair,crosshair,,2023-01-21T10:51:00.840Z,2000,2000,177,0,0,0,0
52051,rare,5000,floater,floater,,2023-01-21T06:32:09.227Z,150,150,70,210,106,5.23,0
5370,rare,2200,marble,marble,,2023-01-20T12:00:26.963Z,289,289,36,1129,403,7.93,0
67360,uncommon,2500,earth,earth,,2023-01-22T01:55:44.389Z,600,600,74,0,0,0,0
48054,rare,10000,candyswirl,candyswirl,,2023-01-09T21:30:13.693Z,100,100,100,390,196,3.96,0
43527,epic,15000,royman,royman,,2022-07-18T05:52:39.069Z,50,50,44,1942,1063,326.27,0
5230,rare,1850,eyeball,eyeball,,2022-11-29T14:49:57.274Z,293,293,199,2266,894,15.63,0
49135,rare,6000,burger,burger,,2023-01-18T11:51:40.356Z,150,150,114,383,179,7.00,0
43656,epic,11000,discoball,discoball,,2023-01-20T17:20:49.625Z,53,53,26,3164,1341,54.30,0
43914,epic,9500,citrus,citrus,,2022-10-23T16:49:29.729Z,50,50,33,2360,1108,35.65,0
4883,uncommon,1050,bull,bull,,2023-01-21T15:17:49.665Z,776,776,120,273,99,1.83,0
49157,rare,6000,burger,burger,,2023-01-18T11:51:34.782Z,150,150,136,364,174,9.81,0
50268,rare,4900,floater,floater,,2023-01-19T21:30:46.467Z,150,150,57,673,263,11.62,1000
45160,rare,5000,jackolantern,jackolantern,,2022-10-26T16:16:07.190Z,150,150,137,804,369,14.63,0
1147,rare,1495,coconut,coconut,,2023-01-16T16:19:59.844Z,289,289,64,61,30,0.99,0
1727,uncommon,750,tomato,tomato,,2023-01-20T16:59:43.147Z,767,767,141,265,114,4.32,0
56530,rare,8700,ladybug,ladybug,,2023-01-11T20:12:05.860Z,150,150,147,11019,5904,500.24,8760
59306,rare,5500,cougar,cougar,,2022-12-13T11:20:35.589Z,150,150,150,43,28,0.33,730
43070,uncommon,2500,revolver,revolver,,2023-01-19T12:20:35.730Z,600,600,60,2028,837,21.56,0
36761,epic,8900,tamagochi,tamagochi,,2022-12-28T10:57:57.412Z,76,76,77,2865,1185,31.44,0
57138,rare,2800,jackolantern,jackolantern,,2022-12-24T09:29:12.279Z,150,150,154,543,319,88.58,0
4325,rare,2000,eyeball,eyeball,,2022-08-17T12:04:43.642Z,293,293,154,391,120,0,0
