id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,tax,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
71060,common,118,xmasball2,xmasball2,,2023-03-14T02:42:12.996Z,5.90,3987,3358,4371,0,0,0,170
71061,common,105,basketball,basketball,,2023-03-14T02:56:00.103Z,5.25,4247,3363,4116,0,0,0,0
69725,common,110,starballoon,starballoon,,2023-03-14T02:48:25.195Z,5.50,3679,3679,4897,0,0,0,0
70778,epic,17500,bat,bat,,2023-03-06T15:06:57.310Z,875.00,50,50,14,0,0,0,850
70806,epic,17000,bat,bat,,2023-03-13T23:25:04.649Z,850.00,50,50,42,942,407,42.24,0
47655,rare,9500,gamer,gamer,,2023-03-12T22:11:03.954Z,475.00,100,100,46,8288,3936,1001.60,7500
50268,rare,3100,floater,floater,,2023-03-14T00:35:45.695Z,155.00,150,150,57,718,282,28.45,1000
50772,uncommon,3300,ufo,ufo,,2023-03-14T00:36:21.039Z,165.00,600,600,84,245,102,2.92,900
54135,rare,5000,floater,floater,,2023-02-26T06:49:04.248Z,250.00,150,150,91,266,141,6.62,0
56453,rare,8000,ladybug,ladybug,,2022-10-30T14:48:35.523Z,400.00,150,150,91,5886,2816,640.14,4750
54400,rare,5000,floater,floater,,2023-02-26T06:50:05.216Z,250.00,150,150,96,218,111,5.02,0
47657,uncommon,1200,dog,dog,,2023-03-12T05:08:43.737Z,60.00,600,600,115,2804,1214,170.93,1300
55027,rare,5000,floater,floater,,2023-02-26T06:49:17.967Z,250.00,150,150,130,318,151,4.71,0
46545,rare,5000,ninja,ninja,,2023-03-13T08:11:21.982Z,250.00,100,100,100,1117,515,18.33,0
55114,rare,5000,floater,floater,,2023-02-26T06:50:00.421Z,250.00,150,150,137,229,107,4.69,0
59295,rare,4500,cougar,cougar,,2023-03-14T02:57:46.841Z,225.00,150,150,139,152,73,1.65,3720
11612,rare,3000,melon,melon,,2022-01-24T23:35:29.917Z,150.00,272,272,140,0,0,0,0
41109,common,280,volleyball,volleyball,,2023-03-13T10:08:26.122Z,14.00,2000,2000,145,371,126,4.49,0
51011,rare,5000,wheeee,wheeee,,2023-03-07T20:46:12.359Z,250.00,150,150,146,3408,1592,138.13,50
69999,rare,5000,cougar,cougar,,2023-03-14T00:08:43.391Z,250.00,150,150,153,75,26,0,0
67457,uncommon,3100,earth,earth,,2023-03-11T03:17:59.561Z,155.00,600,600,171,766,501,231.50,440
54700,rare,5000,floater,floater,,2023-02-26T06:52:13.669Z,250.00,150,150,107,70,42,1.72,0
54875,rare,5000,floater,floater,,2023-02-26T06:51:26.854Z,250.00,150,150,121,145,74,5.68,0
38238,rare,1550,bowie,bowie,,2023-01-24T14:31:18.367Z,77.50,320,320,114,567,248,5.04,0
52051,rare,5000,floater,floater,,2023-02-26T06:51:00.633Z,250.00,150,150,70,210,106,5.23,0
45817,epic,35000,angel,angel,,2023-02-12T11:35:38.801Z,1750.00,50,50,37,6473,3259,145.43,0
438,common,700,button,button,,2023-03-14T00:34:05.788Z,35.00,3342,3342,209,457,178,14.73,0
48523,common,1300,crosshair,crosshair,,2023-03-13T09:40:16.772Z,65.00,2000,2000,44,158,69,1.79,0
2532,rare,3000,coconut,coconut,,2022-01-26T16:57:13.870Z,150.00,287,287,217,809,270,0,0
4543,uncommon,488,target,target,,2023-03-13T20:43:22.394Z,24.40,747,747,217,382,142,2.69,0
52177,uncommon,1900,bomb,bomb,,2023-03-11T22:34:23.151Z,95.00,600,600,218,299,112,0.66,1750
59221,rare,5000,cougar,cougar,,2022-09-17T17:22:15.691Z,250.00,150,150,65,0,0,0,0
52912,rare,3000,banana,banana,,2023-02-09T13:05:55.391Z,150.00,150,150,129,43,18,0.73,0
41616,common,280,volleyball,volleyball,,2023-03-13T10:07:59.843Z,14.00,2000,2000,258,336,124,2.0,0
58871,rare,8000,wheeee,wheeee,,2022-08-05T09:17:49.716Z,400.00,150,150,151,0,0,0,0
56976,rare,9523.81,ninja,ninja,,2022-12-14T07:33:46.830Z,476.1905,100,100,102,362,177,4.10,0
70789,epic,24300,bat,bat,,2023-03-06T02:23:42.129Z,1215.00,50,50,25,0,0,0,0
38418,rare,8999,bowie,bowie,,2023-01-18T18:46:15.044Z,449.95,320,320,270,572,202,32.61,1250
5618,uncommon,500,target,target,,2023-03-12T23:53:34.212Z,25.00,747,747,277,468,197,6.90,0
41920,common,280,volleyball,volleyball,,2023-03-13T10:08:20.178Z,14.00,2000,2000,294,322,129,1.46,0
58342,uncommon,2200,casinochip,casinochip,,2023-03-13T22:10:59.398Z,110.00,600,600,292,0,0,0,0
47418,rare,14249,candyswirl,candyswirl,,2023-03-13T21:09:05.440Z,712.45,100,100,71,895,425,21.20,560
59274,rare,19500,cougar,cougar,,2023-03-13T23:11:52.488Z,975.00,150,150,118,8977,4872,35.56,1110
20321,uncommon,1000,donut,donut,,2023-03-13T14:09:12.241Z,50.00,746,746,320,1134,437,6.79,0
55094,rare,5000,floater,floater,,2023-02-26T06:48:52.885Z,250.00,150,150,135,213,134,6.48,0
13749,rare,1700,marble,marble,,2022-12-07T17:04:15.414Z,85.00,288,288,343,1170,429,4.38,0
70808,epic,13332,bat,bat,,2023-03-10T16:04:54.706Z,666.60,50,50,44,18,7,0,170
43262,uncommon,3000,skull,skull,,2023-03-13T14:09:55.255Z,150.00,653,653,333,522,257,5.65,0
54764,uncommon,590,opencan,opencan,,2023-03-11T03:26:12.819Z,29.50,600,600,368,76,31,1.46,0
59306,rare,5000,cougar,cougar,,2023-02-03T17:00:19.859Z,250.00,150,150,150,45,29,0.33,730
3802,rare,1850,eyeball,eyeball,,2022-11-29T14:49:55.684Z,92.50,289,289,118,1635,620,225.53,0
57933,uncommon,1500,bomb,bomb,,2023-03-11T03:18:30.056Z,75.00,600,600,366,76,38,1.98,0
70776,epic,22000,bat,bat,,2023-03-05T21:28:05.933Z,1100.00,50,50,12,0,0,0,670
