id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,tax,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
70780,epic,17000,bat,bat,,2023-03-06T01:53:29.547Z,850.00,50,50,16,0,0,0,1020
70778,epic,17000,bat,bat,,2023-03-06T00:46:42.129Z,850.00,50,50,14,0,0,0,850
70776,epic,22000,bat,bat,,2023-03-05T21:28:05.933Z,1100.00,50,50,12,0,0,0,670
66564,common,180,starballoon,starballoon,,2023-03-05T09:20:00.597Z,9.00,3682,3682,4692,0,0,0,0
65094,rare,3500,frankie,frankie,,2022-11-06T22:59:35.201Z,175.00,150,150,90,171,75,0,0
70768,epic,31000,bat,bat,,2023-03-06T01:48:29.901Z,1550.00,50,50,4,98,43,43.56,5220
44972,rare,4000,skullpatch,skullpatch,,2023-03-05T05:07:59.476Z,200.00,150,150,6,4651,2378,124.93,1810
70789,epic,24300,bat,bat,,2023-03-06T02:23:42.129Z,1215.00,50,50,25,0,0,0,0
10189,epic,10500,disguise,disguise,,2023-03-01T15:45:51.100Z,525.00,74,74,28,17799,7499,187.95,340
45406,epic,11500,discoball,discoball,,2023-01-24T14:30:31.213Z,575.00,53,53,39,1498,707,33.80,0
70803,epic,20000,bat,bat,,2023-03-05T21:12:22.233Z,1000.00,50,50,39,0,0,0,1100
70806,epic,20000,bat,bat,,2023-03-05T23:26:49.863Z,1000.00,50,50,42,7,4,0,0
70809,epic,20000,bat,bat,,2023-03-06T00:38:29.439Z,1000.00,50,50,45,0,0,0,5000
48103,rare,4000,cherry,cherry,,2023-02-07T13:58:28.822Z,200.00,100,100,51,860,402,14.30,0
44911,epic,11500,snowman,snowman,,2023-02-18T00:02:45.620Z,575.00,50,50,44,2317,1037,49.57,0
14174,epic,30000,xmasball,xmasball,,2023-02-24T08:15:54.244Z,1500.00,60,60,63,2296,923,34.74,170
47418,rare,9999,candyswirl,candyswirl,,2023-03-05T21:12:38.357Z,499.95,100,100,71,895,425,21.20,560
50876,rare,3850,wheeee,wheeee,,2022-09-20T15:03:58.133Z,192.50,150,150,78,1168,630,151.43,220
49931,rare,4000,cherry,cherry,,2023-02-07T13:58:40.664Z,200.00,100,100,82,611,298,14.78,0
50772,uncommon,4600,ufo,ufo,,2023-03-06T02:36:23.539Z,230.00,600,600,84,233,97,2.92,900
14985,rare,22000,xmasball1,xmasball1,,2023-03-05T21:11:18.679Z,1100.00,100,100,6,20402,9816,3441.31,18980
59242,rare,4142.857142857,cougar,cougar,,2023-03-04T17:02:54.967Z,207.14285714285,150,150,86,2612,999,0.93,0
54135,rare,5000,floater,floater,,2023-02-26T06:49:04.248Z,250.00,150,150,91,266,141,6.62,0
56453,rare,8000,ladybug,ladybug,,2022-10-30T14:48:35.523Z,400.00,150,150,91,5886,2816,640.14,4750
14546,epic,10000,xmasball,xmasball,,2023-02-20T16:09:45.575Z,500.00,60,60,92,3661,1484,43.27,0
52115,rare,2300,banana,banana,,2023-01-30T11:49:55.471Z,115.00,150,150,96,999,568,12.63,0
54611,rare,5000,floater,floater,,2023-02-26T06:52:18.234Z,250.00,150,150,100,78,47,0,0
56976,rare,9523.81,ninja,ninja,,2022-12-14T07:33:46.830Z,476.1905,100,100,102,362,177,4.10,0
48054,rare,10000,candyswirl,candyswirl,,2023-01-09T21:30:13.693Z,500.00,100,100,100,390,196,3.96,0
46228,uncommon,8000,panda,panda,,2023-03-05T10:59:30.123Z,400.00,600,600,112,1293,571,34.59,0
42184,uncommon,4100,bomb,bomb,,2023-03-05T08:24:19.730Z,205.00,600,600,113,1045,409,12.38,0
1468,rare,3000,coconut,coconut,,2022-03-01T10:35:46.187Z,150.00,288,288,113,2,1,0,0
61181,epic,8100,citrus,citrus,,2023-03-01T17:55:14.692Z,405.00,50,50,57,10,4,0,0
38239,rare,1550,bowie,bowie,,2023-01-24T14:31:16.170Z,77.50,321,321,115,659,255,8.66,0
3802,rare,1850,eyeball,eyeball,,2022-11-29T14:49:55.684Z,92.50,289,289,118,1635,620,225.53,0
1522,rare,1850,coconut,coconut,,2022-11-29T13:00:50.852Z,92.50,288,288,119,303,125,3.37,0
54875,rare,5000,floater,floater,,2023-02-26T06:51:26.854Z,250.00,150,150,121,145,74,5.68,0
50925,rare,4500,wheeee,wheeee,,2023-02-18T18:53:13.476Z,225.00,150,150,121,351,171,4.77,0
52912,rare,3000,banana,banana,,2023-02-09T13:05:55.391Z,150.00,150,150,129,43,18,0.73,0
55027,rare,5000,floater,floater,,2023-02-26T06:49:17.967Z,250.00,150,150,130,318,151,4.71,0
49222,epic,14000,potion,potion,,2023-01-25T22:12:26.532Z,700.00,50,50,24,4534,2258,298.03,0
