id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
57177,epic,14000,royman,royman,,2022-10-18T11:31:13.768Z,50,50,52,1,0,0,0
65051,rare,3000,frankie,frankie,,2022-12-19T01:01:26.091Z,150,150,47,1019,456,73.93,470
3647,rare,1880,eyeball,eyeball,,2022-08-10T17:19:30.688Z,295,295,109,1302,496,4.64,0
4078,legendary,62000,waffle2,waffle2,,2022-12-17T21:58:14.235Z,20,20,28,34402,17201,5088.56,4750
50977,epic,31400,owl,owl,,2022-12-18T23:06:52.496Z,50,50,29,38747,18108,13862.86,12250
65256,common,525,volleyball,volleyball,,2022-12-18T09:26:42.595Z,2000,1618,1152,0,0,0,1250
53379,rare,6000,diver,diver,,2022-12-08T10:03:38.375Z,150,150,4,257,119,1.32,0
49212,epic,50000,potion,potion,,2022-11-18T17:12:39.276Z,50,50,14,2819,1215,39.19,0
10133,epic,15000,disguise,disguise,,2022-12-19T00:02:05.334Z,77,77,19,13440,5742,200.17,6010
42638,epic,8999,snowman,snowman,,2022-11-09T12:48:04.292Z,50,50,20,7043,3386,513.52,0
48520,common,600,crosshair,crosshair,,2022-12-18T15:18:21.226Z,2000,2000,41,57,20,1.36,0
64996,epic,17500,mummy,mummy,,2022-12-10T13:55:06.496Z,50,50,42,2724,1421,3.8,2690
57171,epic,14200,shades,shades,,2022-12-11T13:03:52.935Z,50,50,52,553,267,20.28,0
45044,rare,3200,skullpatch,skullpatch,,2022-12-06T12:41:57.925Z,150,150,54,1232,522,24.63,0
61181,epic,9099,citrus,citrus,,2022-12-13T17:00:13.479Z,50,50,57,10,4,0,0
46010,rare,3500,ninja,ninja,,2022-12-08T01:07:16.124Z,100,100,76,836,374,13.24,0
66867,epic,11700,potion,potion,,2022-12-11T10:31:24.098Z,50,50,52,0,0,0,0
66824,epic,7500,citrus,citrus,,2022-12-18T02:31:40.336Z,50,50,58,557,274,81.78,250
56440,rare,20000,ladybug,ladybug,,2022-12-16T19:52:04.300Z,150,150,79,41161,20832,5407.27,5300
47803,uncommon,1500,revolver,revolver,,2022-12-18T08:38:50.201Z,600,600,86,2216,1011,8.65,0
65094,rare,3500,frankie,frankie,,2022-11-06T22:59:35.201Z,150,150,90,171,75,0,0
59254,rare,4800,cougar,cougar,,2022-12-15T10:41:17.490Z,150,150,98,0,0,0,0
10959,rare,1800,melon,melon,,2022-11-13T03:26:58.713Z,280,280,107,749,294,9.46,0
53485,rare,5000,diver,diver,,2022-12-10T10:44:15.316Z,150,150,109,114,48,11.11,0
3928,uncommon,1250,target,target,,2022-12-18T11:03:34.965Z,754,754,109,84,44,2.64,0
65114,rare,10000,frankie,frankie,,2022-12-18T16:02:34.291Z,150,150,110,127,63,10.24,2270
1468,rare,3000,coconut,coconut,,2022-03-01T10:35:46.187Z,289,289,113,2,1,0,0
59274,rare,29100,cougar,cougar,,2022-12-17T03:44:53.322Z,150,150,118,6465,3502,25.74,1110
53499,rare,7800,diver,diver,,2022-11-27T15:59:24.375Z,150,150,119,903,501,74.20,0
51037,uncommon,20000,ufo,ufo,,2022-12-18T13:52:34.715Z,600,600,121,24407,14481,8757.31,35460
50925,rare,3808.57,wheeee,wheeee,,2022-09-15T13:49:34.325Z,150,150,121,351,171,4.77,0
65134,rare,5000,frankie,frankie,,2022-10-31T01:34:19.984Z,150,150,130,0,0,0,0
49150,rare,7000,burger,burger,,2022-12-05T23:00:44.589Z,150,150,129,872,700,303.46,250
56880,epic,12000,snowman,snowman,,2022-11-19T14:44:23.517Z,50,50,51,310,169,3.51,0
40396,rare,3500,ninja,ninja,,2022-12-08T01:06:40.722Z,100,100,40,2920,1206,34.50,0
49165,rare,4000,burger,burger,,2022-12-05T09:31:41.587Z,150,150,144,592,304,33.57,0
49170,rare,6000,burger,burger,,2022-10-17T23:12:00.012Z,150,150,149,366,174,12.60,0
59306,rare,5500,cougar,cougar,,2022-12-13T11:20:35.589Z,150,150,150,43,28,0.33,730
56533,rare,9200,ladybug,ladybug,,2022-12-19T02:41:22.058Z,150,150,150,9258,3744,5.68,5860
46742,rare,5500,peach,peach,,2022-12-15T18:26:22.740Z,100,100,95,12435,5270,407.96,1920
42083,common,380,football,football,,2022-12-18T03:05:33.291Z,2000,2000,176,576,262,4.85,0
45386,uncommon,1450,dog,dog,,2022-12-18T11:06:34.614Z,600,600,96,628,277,7.54,0
53930,rare,8000,banana,banana,,2022-09-17T14:14:42.823Z,150,150,148,184,95,4.05,0
5230,rare,1850,eyeball,eyeball,,2022-11-29T14:49:57.274Z,295,295,199,2266,894,15.63,0
40334,common,250,saturn,saturn,,2022-12-18T11:02:04.938Z,2000,1970,191,173,75,7.52,0
58780,uncommon,1850,revolver,revolver,,2022-12-18T20:30:41.595Z,600,600,209,450,231,25.74,0
2344,rare,1850,coconut,coconut,,2022-11-29T13:01:01.011Z,289,289,210,190,80,2.64,0
13182,rare,1900,melon,melon,,2022-10-20T08:44:50.172Z,280,280,210,1114,469,11.43,0
2532,rare,3000,coconut,coconut,,2022-01-26T16:57:13.870Z,289,289,217,809,270,0,0
55448,uncommon,1250,casinochip,casinochip,,2022-12-18T11:00:15.746Z,600,600,225,1291,661,0.73,0
49149,rare,6000,burger,burger,,2022-10-17T23:12:49.502Z,150,150,128,423,200,11.52,0
42321,epic,15000,discoball,discoball,,2022-11-02T13:56:00.439Z,53,53,17,5466,2179,462.76,0
40697,uncommon,5000,dog,dog,,2022-12-18T11:06:19.344Z,600,600,31,12656,4931,559.45,0
42192,epic,11300,royman,royman,,2022-12-18T20:18:04.754Z,50,50,34,23141,8215,69.73,0
57005,uncommon,1500,dog,dog,,2022-12-18T11:07:13.369Z,600,600,242,102,47,1.79,0
1522,rare,1850,coconut,coconut,,2022-11-29T13:00:50.852Z,289,289,119,303,125,3.37,0
57348,uncommon,1450,dog,dog,,2022-12-18T11:07:17.194Z,600,600,253,85,38,0.33,0
7724,rare,3000,eyeball,eyeball,,2022-10-31T00:22:23.439Z,295,295,257,312,118,0,0
38418,rare,4500,bowie,bowie,,2022-07-16T19:22:13.969Z,332,332,270,536,199,5.22,0
8003,rare,1800,eyeball,eyeball,,2022-11-13T03:39:36.239Z,295,295,274,1394,533,10.53,0
1336,uncommon,750,cute,cute,,2022-12-18T11:00:59.100Z,727,727,276,275,111,2.22,0
61526,uncommon,900,watermelon,watermelon,,2022-12-17T10:03:34.879Z,600,600,264,44,22,0.99,1250
11886,rare,2500,marble,marble,,2022-10-25T12:37:52.547Z,289,289,279,0,0,0,0
1425,uncommon,800,cute,cute,,2022-12-18T11:01:08.804Z,727,727,280,335,141,3.40,0
40547,uncommon,1500,dog,dog,,2022-12-18T11:05:59.817Z,600,600,20,1040,435,12.87,0
319,common,160,button,button,,2022-12-18T18:24:33.946Z,3360,3360,117,130,50,0.53,0
43101,uncommon,1800,skull,skull,,2022-12-16T03:42:56.707Z,653,653,307,2943,1091,21.2,0
1682,uncommon,800,cute,cute,,2022-12-18T11:01:14.675Z,727,727,314,265,123,5.03,0
59046,uncommon,2300,casinochip,casinochip,,2022-12-18T19:03:59.162Z,600,600,342,0,0,0,0
41830,rare,4000,jackolantern,jackolantern,,2022-12-06T12:41:34.438Z,150,150,44,1388,591,13.85,0
40443,rare,15000,ninja,ninja,,2022-12-10T05:57:56.683Z,100,100,42,20155,9193,3001.63,5110
15852,rare,1700,melon,melon,,2022-12-07T19:59:18.260Z,280,280,357,958,376,11.30,0
63182,uncommon,740,watermelon,watermelon,,2022-12-17T13:12:17.131Z,600,600,361,0,0,0,0
10364,rare,1850,eyeball,eyeball,,2022-11-29T14:49:59.695Z,295,295,363,2004,895,8.47,0
15906,uncommon,2500,racoon,racoon,,2022-12-17T21:03:23.806Z,786,786,365,2727,1314,151.32,0
47200,uncommon,1050,derp,derp,,2022-12-18T16:28:04.124Z,420,420,344,216,105,14.49,0
61690,uncommon,700,dog,dog,,2022-12-18T14:42:59.627Z,600,600,372,15,9,0,0
11688,rare,1790,marble,marble,,2022-08-16T00:58:09.678Z,289,289,265,986,414,4.83,0
60081,uncommon,1500,casinochip,casinochip,,2022-12-18T19:04:06.486Z,600,600,375,0,0,0,0
4325,rare,2000,eyeball,eyeball,,2022-08-17T12:04:43.642Z,295,295,154,391,120,0,0
44865,common,370,football,football,,2022-12-18T03:05:41.652Z,2000,2000,410,272,111,20.69,0
50815,rare,3499,wheeee,wheeee,,2022-10-13T15:46:37.278Z,150,150,17,662,301,158.88,0
63820,uncommon,700,watermelon,watermelon,,2022-12-19T00:58:48.241Z,600,600,419,4,1,0,0
41338,common,400,alien,alien,,2022-12-18T16:01:55.294Z,2000,2000,432,789,293,2.8,0
50465,cosmetic,5000,worldcup,worldcup,,2022-12-18T20:18:27.386Z,50,50,50,396,236,0,0
10534,uncommon,1350,target,target,,2022-12-18T11:03:50.938Z,754,754,457,111,46,1.26,0
