id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,tax,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
65075,rare,4600,frankie,frankie,,2023-03-20T02:53:58.383Z,230.00,150,150,71,2382,1268,246.33,3850
48104,rare,25000,floater,floater,,2023-02-17T23:23:51.198Z,1250.00,150,150,11,2150,990,145.23,12770
70789,epic,24300,bat,bat,,2023-03-06T02:23:42.129Z,1215.00,50,50,25,0,0,0,0
3721,uncommon,1200,target,target,,2023-03-15T11:42:16.921Z,60.00,747,747,31,995,397,35.88,50
45406,epic,11500,discoball,discoball,,2023-01-24T14:30:31.213Z,575.00,53,53,39,1498,707,33.80,0
64996,epic,20000,mummy,mummy,,2023-03-19T23:29:19.396Z,1000.00,50,50,42,7303,4065,197.64,20870
64989,epic,12150,mummy,mummy,,2023-03-19T09:08:21.146Z,607.50,50,50,35,11,6,0,850
71166,epic,12700,angel,angel,,2023-03-18T05:21:33.079Z,635.00,50,50,51,0,0,0,0
47418,rare,12093,candyswirl,candyswirl,,2023-03-19T09:56:17.213Z,604.65,100,100,71,895,425,21.20,560
58122,common,250,virus,virus,,2023-03-17T17:55:18.862Z,12.50,2000,2000,51,24,11,0,0
50871,rare,6476.19047619,wheeee,wheeee,,2023-03-17T22:42:15.680Z,323.8095238095,150,150,73,3333,1394,401.72,14380
56453,rare,8000,ladybug,ladybug,,2022-10-30T14:48:35.523Z,400.00,150,150,91,5886,2816,640.14,4750
5489,uncommon,1000,yinyang,yinyang,,2023-03-17T18:51:15.967Z,50.00,715,715,92,1974,806,4.69,0
45444,uncommon,1100,panda,panda,,2023-03-16T10:04:48.835Z,55.00,600,600,92,1959,939,275.81,170
67339,uncommon,1600,earth,earth,,2023-03-17T20:49:02.925Z,80.00,600,600,53,3763,1453,0,2500
49791,uncommon,10000,moon,moon,,2023-03-17T16:49:55.935Z,500.00,600,600,141,293,151,3.90,0
50140,rare,3500,skullpatch,skullpatch,,2023-01-04T00:05:49.812Z,175.00,150,150,112,1544,797,0,0
67398,uncommon,2000,earth,earth,,2023-03-17T17:47:50.819Z,100.00,600,600,112,0,0,0,0
47657,uncommon,900,dog,dog,,2023-03-19T16:17:48.800Z,45.00,600,600,115,2804,1214,170.93,1300
40195,common,500,saturn,saturn,,2023-03-17T18:50:57.814Z,25.00,2000,2000,166,474,181,4.59,0
70806,epic,16500,bat,bat,,2023-03-17T19:55:29.208Z,825.00,50,50,42,1032,444,42.24,0
5003,uncommon,1000,bull,bull,,2023-03-17T18:51:11.297Z,50.00,772,772,131,637,230,7.25,0
55392,common,300,clock,clock,,2023-03-17T19:19:57.782Z,15.00,2000,2000,133,418,230,73.37,0
59296,rare,8500,cougar,cougar,,2023-03-05T13:37:08.211Z,425.00,150,150,140,703,415,365.64,1420
11612,rare,3000,melon,melon,,2022-01-24T23:35:29.917Z,150.00,272,272,140,0,0,0,0
55136,rare,5000,floater,floater,,2023-02-26T06:50:17.885Z,250.00,150,150,140,120,71,0.99,50
51011,rare,5000,wheeee,wheeee,,2023-03-07T20:46:12.359Z,250.00,150,150,146,3408,1592,138.13,50
56531,rare,15500,ladybug,ladybug,,2023-03-18T08:59:51.753Z,775.00,150,150,148,272,124,5.49,0
4297,rare,1580,eyeball,eyeball,,2023-03-06T05:34:00.161Z,79.00,289,289,151,69,31,0.99,0
69999,rare,3600,cougar,cougar,,2023-03-18T10:32:48.290Z,180.00,150,150,153,97,36,0.25,0
56976,rare,9523.81,ninja,ninja,,2022-12-14T07:33:46.830Z,476.1905,100,100,102,362,177,4.10,0
67457,uncommon,3100,earth,earth,,2023-03-15T00:09:44.890Z,155.00,600,600,171,766,501,231.50,440
59221,rare,5000,cougar,cougar,,2022-09-17T17:22:15.691Z,250.00,150,150,65,0,0,0,0
54135,rare,5000,floater,floater,,2023-02-26T06:49:04.248Z,250.00,150,150,91,266,141,6.62,0
55479,common,1555,clock,clock,,2023-03-16T20:27:40.670Z,77.75,2000,2000,194,7412,3390,275.44,0
5230,rare,1995,eyeball,eyeball,,2023-03-01T16:40:09.099Z,99.75,289,289,199,2345,938,46.32,0
6330,uncommon,730,bull,bull,,2023-03-16T18:32:58.288Z,36.50,772,772,209,481,178,4.21,0
40618,common,250,alien,alien,,2023-03-17T18:50:03.968Z,12.50,2000,2000,213,437,179,1.0,0
2532,rare,3000,coconut,coconut,,2022-01-26T16:57:13.870Z,150.00,287,287,217,809,270,0,0
40516,common,300,saturn,saturn,,2023-03-17T19:10:12.094Z,15.00,2000,2000,220,340,121,2.43,0
58325,common,180,virus,virus,,2023-03-18T21:05:52.656Z,9.00,2000,2000,223,50,24,1.79,0
10777,rare,1700,marble,marble,,2023-03-17T19:12:02.213Z,85.00,288,288,228,979,395,13.47,0
16338,common,125,xmasball2,xmasball2,,2023-03-17T19:07:56.159Z,6.25,3986,3426,232,264,101,1.86,0
3107,rare,1820,coconut,coconut,,2022-12-07T17:11:12.141Z,91.00,287,287,249,1319,570,13.58,0
59162,rare,6000,cougar,cougar,,2022-12-16T03:36:22.299Z,300.00,150,150,11,62,26,2.19,150
54400,rare,5000,floater,floater,,2023-02-26T06:50:05.216Z,250.00,150,150,96,218,111,5.02,0
70778,epic,17500,bat,bat,,2023-03-06T15:06:57.310Z,875.00,50,50,14,0,0,0,850
41291,uncommon,1700,bomb,bomb,,2023-03-17T19:13:07.911Z,85.00,600,600,35,1283,493,53.20,0
57187,uncommon,3500,casinochip,casinochip,,2023-03-18T05:57:38.002Z,175.00,600,600,258,85,37,0.73,0
41830,rare,4000,jackolantern,jackolantern,,2022-12-06T12:41:34.438Z,200.00,150,150,44,1388,591,13.85,0
58385,common,200,virus,virus,,2023-03-19T20:28:36.014Z,10.00,2000,2000,259,11,2,0,0
71168,epic,12000,angel,angel,,2023-03-17T14:02:32.917Z,600.00,50,50,53,0,0,0,0
67550,uncommon,999,earth,earth,,2023-03-17T15:36:03.855Z,49.95,600,600,259,0,0,0,0
12829,uncommon,570,racoon,racoon,,2023-03-17T22:38:52.620Z,28.50,783,783,259,1425,483,4.84,0
58393,common,2000,virus,virus,,2023-03-18T02:46:21.263Z,100.00,2000,2000,266,647,330,0.73,0
7084,common,201,starballoon,starballoon,,2023-03-17T16:46:34.794Z,10.05,3679,3679,270,1,0,0,0
38418,rare,8999,bowie,bowie,,2023-01-18T18:46:15.044Z,449.95,320,320,270,572,202,32.61,1250
41385,uncommon,1900,bomb,bomb,,2023-03-17T19:13:35.759Z,95.00,600,600,84,1939,672,13.98,0
58871,rare,8000,wheeee,wheeee,,2022-08-05T09:17:49.716Z,400.00,150,150,151,0,0,0,0
46545,rare,4600,ninja,ninja,,2023-03-19T07:59:45.431Z,230.00,100,100,100,1117,515,18.33,0
590,common,200,button,button,,2023-03-17T18:56:31.527Z,10.00,3342,3342,294,184,95,3.69,0
67599,uncommon,2000,earth,earth,,2023-03-17T17:47:40.769Z,100.00,600,600,301,0,0,0,0
58479,uncommon,2500,casinochip,casinochip,,2023-03-17T16:19:49.068Z,125.00,600,600,304,74,35,0,0
42184,uncommon,2500,bomb,bomb,,2023-03-19T15:22:27.606Z,125.00,600,600,113,1045,409,12.38,0
42557,epic,10000,citrus,citrus,,2023-03-18T18:51:50.754Z,500.00,50,50,21,4546,1839,55.85,0
54875,rare,5000,floater,floater,,2023-02-26T06:51:26.854Z,250.00,150,150,121,145,74,5.68,0
58198,common,200,virus,virus,,2023-03-19T20:26:36.925Z,10.00,2000,2000,121,24,9,0.33,0
50926,rare,5000,wheeee,wheeee,,2023-03-17T19:25:17.522Z,250.00,150,150,122,645,334,9.46,0
4468,rare,1850,coconut,coconut,,2022-11-29T13:00:57.721Z,92.50,287,287,314,119,66,3.18,0
59983,uncommon,700,dog,dog,,2023-03-18T20:10:05.921Z,35.00,600,600,316,3,1,0.33,0
61866,uncommon,700,dog,dog,,2023-03-18T02:28:19.264Z,35.00,600,600,398,2,1,0.66,0
20321,uncommon,1500,donut,donut,,2023-03-15T18:04:46.575Z,75.00,746,746,320,1134,437,6.79,0
46823,uncommon,6500,derp,derp,,2023-03-16T17:17:08.378Z,325.00,420,420,320,38134,21344,50.33,0
67424,uncommon,2000,earth,earth,,2023-03-17T18:52:13.970Z,100.00,600,600,138,0,0,0,0
55114,rare,5000,floater,floater,,2023-02-26T06:50:00.421Z,250.00,150,150,137,229,107,4.69,0
46900,uncommon,5000,derp,derp,,2023-03-18T08:59:12.148Z,250.00,420,420,324,240,114,6.30,0
47031,uncommon,900,derp,derp,,2023-03-19T16:11:01.629Z,45.00,420,420,333,206,102,5.02,0
43262,uncommon,3500,skull,skull,,2023-03-18T02:46:26.840Z,175.00,653,653,333,522,257,5.65,0
51076,common,170,vase,vase,,2023-03-17T02:27:57.044Z,8.50,2000,2000,142,72,28,0.96,0
13749,rare,1700,marble,marble,,2022-12-07T17:04:15.414Z,85.00,288,288,343,1170,429,4.38,0
38508,rare,1500,bowie,bowie,,2023-03-17T19:00:35.709Z,75.00,320,320,345,823,325,10.00,0
55921,common,321.254,clock,clock,,2023-03-17T18:58:05.186Z,16.06270,2000,2000,346,185,73,0.33,0
58534,common,250,virus,virus,,2023-03-17T17:55:25.821Z,12.50,2000,2000,350,28,14,0,0
2344,rare,1850,coconut,coconut,,2022-11-29T13:01:01.011Z,92.50,287,287,210,190,80,2.64,0
59285,rare,3500,cougar,cougar,,2023-03-17T19:18:07.018Z,175.00,150,150,129,183,85,3.04,0
59295,rare,4571.42857142,cougar,cougar,,2023-03-17T18:44:32.713Z,228.5714285710,150,150,139,152,73,1.65,3720
55027,rare,5000,floater,floater,,2023-02-26T06:49:17.967Z,250.00,150,150,130,318,151,4.71,0
40481,common,250,alien,alien,,2023-03-17T18:49:57.013Z,12.50,2000,2000,160,1113,327,2.93,0
50772,uncommon,3500,ufo,ufo,,2023-03-16T23:55:12.288Z,175.00,600,600,84,245,102,2.92,900
43770,uncommon,1250,derp,derp,,2023-03-17T18:33:00.080Z,62.50,420,420,151,583,246,8.93,0
52488,uncommon,3000,ufo,ufo,,2023-03-17T17:03:06.849Z,150.00,600,600,371,67,28,0.66,0
55666,uncommon,750,panda,panda,,2023-03-17T19:01:41.342Z,37.50,600,600,378,143,71,4.36,0
