id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
65769,common,145,saturn,saturn,,2022-11-13T08:24:49.272Z,2000,1611,,0,0,0,170
40268,legendary,60000,crlogo,crlogo,,2022-11-10T23:10:54.355Z,10,10,8.0,17218,7201,337.07,0
45808,epic,45000,angel,angel,,2022-11-13T00:03:58.095Z,50,50,28.0,38689,15577,300.35,0
50827,rare,3499,wheeee,wheeee,,2022-10-13T15:46:54.503Z,150,150,29.0,464,225,27.11,0
10213,epic,7800,disguise,disguise,,2022-11-09T14:17:20.185Z,80,80,35.0,1002,365,18.21,0
44515,epic,9000,snowman,snowman,,2022-11-09T10:20:28.594Z,50,50,35.0,2503,1058,30.94,0
47530,rare,3750,burger,burger,,2022-11-10T21:21:18.186Z,150,150,37.0,904,446,7.93,0
44782,epic,9000,snowman,snowman,,2022-11-09T10:20:36.930Z,50,50,38.0,2646,1181,100.48,0
44888,epic,9000,snowman,snowman,,2022-11-09T10:20:41.175Z,50,50,42.0,1746,781,37.49,0
44897,epic,9000,snowman,snowman,,2022-11-09T10:20:45.646Z,50,50,43.0,2032,935,27.29,0
47619,rare,3750,burger,burger,,2022-11-10T21:21:21.532Z,150,150,44.0,706,312,8.92,0
45333,epic,9000,snowman,snowman,,2022-11-09T10:21:02.325Z,50,50,48.0,2071,935,32.78,0
48223,rare,3000,cherry,cherry,,2022-10-15T17:13:17.955Z,100,100,54.0,945,467,34.98,0
40644,common,8000,volleyball,volleyball,,2022-11-12T09:53:27.398Z,2000,1195,55.0,2633,1064,169.80,0
50815,rare,3499,wheeee,wheeee,,2022-10-13T15:46:37.278Z,150,150,17.0,662,301,158.88,0
42517,epic,23000,shades,shades,,2022-11-10T02:52:23.981Z,50,50,23.0,51555,22784,11003.05,1750
65067,rare,3250,frankie,frankie,,2022-11-12T23:07:00.437Z,150,150,63.0,536,261,0,560
44745,rare,3500,banana,banana,,2022-10-11T15:33:26.200Z,150,150,65.0,3635,1511,26.94,0
14264,epic,8500,xmasball,xmasball,,2022-11-02T14:45:14.475Z,63,63,73.0,3621,1476,41.94,0
65085,rare,5000,frankie,frankie,,2022-11-11T21:22:23.679Z,150,150,81.0,0,0,0,0
50769,uncommon,2200,ufo,ufo,,2022-11-10T13:38:16.007Z,600,600,81.0,0,0,0,0
46750,rare,3999,peach,peach,,2022-09-17T20:19:31.071Z,100,100,99.0,162,66,1.0,0
49126,rare,5500,burger,burger,,2022-10-17T23:13:34.953Z,150,150,105.0,443,215,8.39,0
45880,uncommon,800,opencan,opencan,,2022-11-11T15:15:08.099Z,600,600,105.0,1112,522,6.51,220
49128,rare,5500,burger,burger,,2022-10-17T23:13:24.059Z,150,150,107.0,394,189,4.96,0
50140,rare,3500,skullpatch,skullpatch,,2022-08-21T14:19:07.524Z,150,150,112.0,1506,782,0,0
