id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,tax,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
54400,rare,5000,floater,floater,,2023-02-26T06:50:05.216Z,250.00,150,150,96,218,111,5.02,0
71093,common,95,xmasball2,xmasball2,,2023-03-15T02:43:34.410Z,4.75,3986,3369,4383,0,0,0,0
70778,epic,17500,bat,bat,,2023-03-06T15:06:57.310Z,875.00,50,50,14,0,0,0,850
45406,epic,11500,discoball,discoball,,2023-01-24T14:30:31.213Z,575.00,53,53,39,1498,707,33.80,0
70806,epic,17000,bat,bat,,2023-03-13T23:25:04.649Z,850.00,50,50,42,942,407,42.24,0
50268,rare,3200,floater,floater,,2023-03-15T00:47:07.775Z,160.00,150,150,57,718,282,28.45,1000
50772,uncommon,3200,ufo,ufo,,2023-03-15T00:38:26.757Z,160.00,600,600,84,245,102,2.92,900
54135,rare,5000,floater,floater,,2023-02-26T06:49:04.248Z,250.00,150,150,91,266,141,6.62,0
56453,rare,8000,ladybug,ladybug,,2022-10-30T14:48:35.523Z,400.00,150,150,91,5886,2816,640.14,4750
46545,rare,5000,ninja,ninja,,2023-03-13T08:11:21.982Z,250.00,100,100,100,1117,515,18.33,0
56976,rare,9523.81,ninja,ninja,,2022-12-14T07:33:46.830Z,476.1905,100,100,102,362,177,4.10,0
49130,rare,5000,burger,burger,,2023-03-14T21:11:03.362Z,250.00,150,150,109,587,330,104.30,750
54700,rare,5000,floater,floater,,2023-02-26T06:52:13.669Z,250.00,150,150,107,70,42,1.72,0
47657,uncommon,1000,dog,dog,,2023-03-14T18:24:27.611Z,50.00,600,600,115,2804,1214,170.93,1300
54875,rare,5000,floater,floater,,2023-02-26T06:51:26.854Z,250.00,150,150,121,145,74,5.68,0
55386,common,380,clock,clock,,2023-03-14T18:18:01.689Z,19.00,2000,2000,128,47,17,4.03,0
52912,rare,3000,banana,banana,,2023-02-09T13:05:55.391Z,150.00,150,150,129,43,18,0.73,0
55027,rare,5000,floater,floater,,2023-02-26T06:49:17.967Z,250.00,150,150,130,318,151,4.71,0
38238,rare,1550,bowie,bowie,,2023-01-24T14:31:18.367Z,77.50,320,320,114,567,248,5.04,0
52051,rare,5000,floater,floater,,2023-02-26T06:51:00.633Z,250.00,150,150,70,210,106,5.23,0
55114,rare,5000,floater,floater,,2023-02-26T06:50:00.421Z,250.00,150,150,137,229,107,4.69,0
59295,rare,4500,cougar,cougar,,2023-03-14T02:57:46.841Z,225.00,150,150,139,152,73,1.65,3720
11612,rare,3000,melon,melon,,2022-01-24T23:35:29.917Z,150.00,272,272,140,0,0,0,0
64996,epic,20000,mummy,mummy,,2023-03-14T22:21:28.920Z,1000.00,50,50,42,6787,3751,129.40,20700
45817,epic,35000,angel,angel,,2023-02-12T11:35:38.801Z,1750.00,50,50,37,6473,3259,145.43,0
51011,rare,5000,wheeee,wheeee,,2023-03-07T20:46:12.359Z,250.00,150,150,146,3408,1592,138.13,50
48523,common,1300,crosshair,crosshair,,2023-03-14T14:10:02.414Z,65.00,2000,2000,44,158,69,1.79,0
69999,rare,6000,cougar,cougar,,2023-03-14T14:28:26.021Z,300.00,150,150,153,75,26,0,0
59221,rare,5000,cougar,cougar,,2022-09-17T17:22:15.691Z,250.00,150,150,65,0,0,0,0
67457,uncommon,3100,earth,earth,,2023-03-15T00:09:44.890Z,155.00,600,600,171,766,501,231.50,440
58871,rare,8000,wheeee,wheeee,,2022-08-05T09:17:49.716Z,400.00,150,150,151,0,0,0,0
70789,epic,24300,bat,bat,,2023-03-06T02:23:42.129Z,1215.00,50,50,25,0,0,0,0
5230,rare,1995,eyeball,eyeball,,2023-03-01T16:40:09.099Z,99.75,289,289,199,2345,938,46.32,0
59274,rare,19500,cougar,cougar,,2023-03-13T23:11:52.488Z,975.00,150,150,118,8977,4872,35.56,1110
2344,rare,1850,coconut,coconut,,2022-11-29T13:01:01.011Z,92.50,287,287,210,190,80,2.64,0
55505,common,300,clock,clock,,2023-03-14T18:14:04.410Z,15.00,2000,2000,211,47,24,1.65,0
2532,rare,3000,coconut,coconut,,2022-01-26T16:57:13.870Z,150.00,287,287,217,809,270,0,0
4543,uncommon,488,target,target,,2023-03-13T20:43:22.394Z,24.40,747,747,217,382,142,2.69,0
55094,rare,5000,floater,floater,,2023-02-26T06:48:52.885Z,250.00,150,150,135,213,134,6.48,0
70808,epic,13332,bat,bat,,2023-03-10T16:04:54.706Z,666.60,50,50,44,18,7,0,170
56206,uncommon,2100,casinochip,casinochip,,2023-03-14T13:51:25.194Z,105.00,600,600,241,123,60,1.79,0
59306,rare,5000,cougar,cougar,,2023-02-03T17:00:19.859Z,250.00,150,150,150,45,29,0.33,730
67550,uncommon,1051,earth,earth,,2023-03-14T19:32:05.772Z,52.55,600,600,259,0,0,0,0
38418,rare,8999,bowie,bowie,,2023-01-18T18:46:15.044Z,449.95,320,320,270,572,202,32.61,1250
3802,rare,1850,eyeball,eyeball,,2022-11-29T14:49:55.684Z,92.50,289,289,118,1635,620,225.53,0
5618,uncommon,500,target,target,,2023-03-12T23:53:34.212Z,25.00,747,747,277,468,197,6.90,0
70776,epic,22000,bat,bat,,2023-03-14T09:43:55.388Z,1100.00,50,50,12,0,0,0,720
43960,common,2500,football,football,,2023-03-14T14:36:34.448Z,125.00,2000,2000,285,205,83,2.39,50
58342,uncommon,2200,casinochip,casinochip,,2023-03-13T22:10:59.398Z,110.00,600,600,292,0,0,0,0
67597,uncommon,2500,earth,earth,,2023-03-14T07:57:30.482Z,125.00,600,600,299,64,27,0,0
50925,rare,4500,wheeee,wheeee,,2023-02-18T18:53:13.476Z,225.00,150,150,121,351,171,4.77,0
65094,rare,3500,frankie,frankie,,2022-11-06T22:59:35.201Z,175.00,150,150,90,171,75,0,0
70792,epic,13000,bat,bat,,2023-03-13T11:31:45.281Z,650.00,50,50,28,173,125,41.08,1000
