id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,tax,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
5243,common,1000,8ball,8ball,,2023-03-29T14:36:55.365Z,50.00,3578,3578,4,410,139,4.93,0
55246,common,700,clock,clock,,2023-03-17T18:58:21.437Z,35.00,2000,2000,9,52,31,1.98,0
67327,uncommon,1550,earth,earth,,2023-04-03T08:35:18.300Z,77.50,600,600,41,7,6,1.98,0
6450,uncommon,2500,fishcake,fishcake,,2023-03-15T18:05:22.057Z,125.00,734,734,24,743,312,7.01,0
2327,common,600,beachball,beachball,,2023-04-03T09:33:05.636Z,30.00,3499,3499,48,0,0,0,0
47949,rare,5000,cherry,cherry,,2023-04-03T16:06:46.638Z,250.00,100,100,50,861,394,18.00,0
59183,rare,6555,cougar,cougar,,2023-04-02T01:17:07.707Z,327.75,150,150,32,5187,2048,2791.04,2020
42061,uncommon,1200,panda,panda,,2023-03-21T14:53:59.676Z,60.00,600,600,57,2380,1123,164.21,0
67357,uncommon,1200,earth,earth,,2023-03-29T14:32:51.970Z,60.00,600,600,71,0,0,0,0
38214,rare,1500,bowie,bowie,,2023-03-17T19:00:43.193Z,75.00,316,316,92,1076,390,7.88,0
46476,rare,8500,ninja,ninja,,2023-04-03T21:52:19.669Z,425.00,100,100,92,1083,480,24.92,0
42451,rare,15500,xmasball1,xmasball1,,2023-02-17T23:24:11.978Z,775.00,100,100,22,4277,1670,49.80,0
14546,epic,18000,xmasball,xmasball,,2023-04-04T16:47:42.596Z,900.00,60,60,92,3898,1545,44.59,0
38219,rare,2800,bowie,bowie,,2023-03-29T17:16:28.717Z,140.00,316,316,97,1527,514,8.48,1270
47222,rare,11000,gamer,gamer,,2023-04-02T02:55:31.025Z,550.00,100,100,39,15284,6883,707.68,22870
50140,rare,3500,skullpatch,skullpatch,,2023-01-04T00:05:49.812Z,175.00,150,150,112,1544,797,0,0
42184,uncommon,1850,bomb,bomb,,2023-04-04T18:14:20.270Z,92.50,600,600,113,1045,409,12.38,0
1468,rare,3000,coconut,coconut,,2022-03-01T10:35:46.187Z,150.00,286,286,113,2,1,0,0
38237,rare,1500,bowie,bowie,,2023-03-17T19:00:47.503Z,75.00,316,316,113,1103,412,10.49,0
52569,rare,5000,floater,floater,,2023-02-26T06:47:40.920Z,250.00,150,150,78,735,340,1.2,0
50926,rare,5000,wheeee,wheeee,,2023-03-17T19:25:17.522Z,250.00,150,150,122,645,334,9.46,0
54948,rare,5000,floater,floater,,2023-02-26T06:48:37.165Z,250.00,150,150,127,326,168,2.97,0
41690,uncommon,1700,skull,skull,,2023-03-17T18:48:23.107Z,85.00,653,653,127,681,269,8.34,0
40905,uncommon,8000,derp,derp,,2023-03-18T08:58:40.969Z,400.00,420,420,94,9120,3346,205.69,0
59285,rare,2910,cougar,cougar,,2023-03-29T04:06:16.805Z,145.50,150,150,129,183,85,3.04,0
5003,uncommon,1000,bull,bull,,2023-03-17T18:51:11.297Z,50.00,772,772,131,637,230,7.25,0
