id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,tax,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
33116,uncommon,14000,panda,panda,,2023-03-04T02:43:47.470Z,700.00,600,600,2,23777,12240,113.53,0
44972,rare,2900,skullpatch,skullpatch,,2023-03-04T02:49:03.401Z,145.00,150,150,6,4616,2365,124.93,1810
14985,rare,23500,xmasball1,xmasball1,,2023-03-03T00:18:32.592Z,1175.00,100,100,6,20402,9816,3441.31,18980
10189,epic,10500,disguise,disguise,,2023-03-01T15:45:51.100Z,525.00,74,74,28,17799,7499,187.95,340
47708,rare,15000,gamer,gamer,,2023-03-04T00:49:34.030Z,750.00,100,100,47,4840,2344,676.25,12710
61181,epic,8100,citrus,citrus,,2023-03-01T17:55:14.692Z,405.00,50,50,57,10,4,0,0
49222,epic,14000,potion,potion,,2023-01-25T22:12:26.532Z,700.00,50,50,24,4534,2258,298.03,0
2103,epic,15000,devil,devil,,2022-08-09T15:43:16.472Z,750.00,81,81,76,4490,1825,9.3,0
49931,rare,4000,cherry,cherry,,2023-02-07T13:58:40.664Z,200.00,100,100,82,611,298,14.78,0
54135,rare,5000,floater,floater,,2023-02-26T06:49:04.248Z,250.00,150,150,91,266,141,6.62,0
44911,epic,11500,snowman,snowman,,2023-02-18T00:02:45.620Z,575.00,50,50,44,2317,1037,49.57,0
52115,rare,2300,banana,banana,,2023-01-30T11:49:55.471Z,115.00,150,150,96,999,568,12.63,0
54611,rare,5000,floater,floater,,2023-02-26T06:52:18.234Z,250.00,150,150,100,78,47,0,0
48054,rare,10000,candyswirl,candyswirl,,2023-01-09T21:30:13.693Z,500.00,100,100,100,390,196,3.96,0
56976,rare,9523.81,ninja,ninja,,2022-12-14T07:33:46.830Z,476.1905,100,100,102,362,177,4.10,0
49130,rare,6000,burger,burger,,2023-03-03T11:55:47.370Z,300.00,150,150,109,587,330,104.30,750
1468,rare,3000,coconut,coconut,,2022-03-01T10:35:46.187Z,150.00,288,288,113,2,1,0,0
42184,uncommon,5100,bomb,bomb,,2023-03-01T06:18:15.023Z,255.00,600,600,113,1045,409,12.38,0
38239,rare,1550,bowie,bowie,,2023-01-24T14:31:16.170Z,77.50,321,321,115,659,255,8.66,0
3802,rare,1850,eyeball,eyeball,,2022-11-29T14:49:55.684Z,92.50,289,289,118,1635,620,225.53,0
54875,rare,5000,floater,floater,,2023-02-26T06:51:26.854Z,250.00,150,150,121,145,74,5.68,0
5211,epic,20000,baseball,baseball,,2023-02-17T17:38:38.586Z,1000.00,70,70,87,4556,1827,38.79,0
52912,rare,3000,banana,banana,,2023-02-09T13:05:55.391Z,150.00,150,150,129,43,18,0.73,0
55094,rare,5000,floater,floater,,2023-02-26T06:48:52.885Z,250.00,150,150,135,213,134,6.48,0
55114,rare,5000,floater,floater,,2023-02-26T06:50:00.421Z,250.00,150,150,137,229,107,4.69,0
55121,rare,5000,floater,floater,,2023-02-26T06:48:32.336Z,250.00,150,150,138,260,138,35.76,0
47859,uncommon,620,opencan,opencan,,2023-03-03T23:19:53.064Z,31.00,600,600,143,309,144,5.08,0
53930,rare,2300,banana,banana,,2023-01-30T10:30:23.151Z,115.00,150,150,148,184,95,4.05,0
55179,rare,5000,floater,floater,,2023-02-26T06:51:17.723Z,250.00,150,150,148,213,85,2.45,0
4297,rare,1650,eyeball,eyeball,,2023-02-28T06:11:38.282Z,82.50,289,289,151,69,31,0.99,0
58871,rare,8000,wheeee,wheeee,,2022-08-05T09:17:49.716Z,400.00,150,150,151,0,0,0,0
69405,rare,3619.047619047,cougar,cougar,,2023-03-04T02:08:42.047Z,180.95238095235,150,150,152,0,0,0,0
11897,rare,11500,melon,melon,,2023-02-27T01:43:34.982Z,575.00,272,272,156,26694,12504,1192.02,12890
43527,epic,15000,royman,royman,,2022-07-18T05:52:39.069Z,750.00,50,50,44,1942,1063,326.27,0
56619,uncommon,900,revolver,revolver,,2023-03-02T12:05:07.900Z,45.00,600,600,165,0,0,0.33,0
14174,epic,30000,xmasball,xmasball,,2023-02-24T08:15:54.244Z,1500.00,60,60,63,2296,923,34.74,170
67457,uncommon,3100,earth,earth,,2023-03-03T22:55:44.999Z,155.00,600,600,171,766,501,231.50,440
47803,uncommon,2000,revolver,revolver,,2023-03-01T10:11:33.652Z,100.00,600,600,86,2216,1011,8.65,0
51197,uncommon,10000,ufo,ufo,,2023-03-02T09:38:28.933Z,500.00,600,600,177,12271,7263,2826.40,18650
44621,epic,12000,citrus,citrus,,2023-02-28T19:09:58.253Z,600.00,50,50,44,10467,5323,2098.65,640
5101,rare,3400,eyeball,eyeball,,2023-03-02T17:48:11.736Z,170.00,289,289,193,4586,1706,67.82,550
53482,uncommon,750,watermelon,watermelon,,2023-03-03T23:20:26.793Z,37.50,600,600,195,78,44,2.19,0
5230,rare,1995,eyeball,eyeball,,2023-03-01T16:40:09.099Z,99.75,289,289,199,2345,938,46.32,0
14546,epic,10000,xmasball,xmasball,,2023-02-20T16:09:45.575Z,500.00,60,60,92,3661,1484,43.27,0
47310,rare,22500,burger,burger,,2022-10-30T04:48:59.424Z,1125.00,150,150,1,3106,1502,612.55,0
53379,rare,30000,diver,diver,,2023-03-01T18:56:56.868Z,1500.00,150,150,4,257,119,1.32,0
50268,rare,3300,floater,floater,,2023-02-28T09:35:29.642Z,165.00,150,150,57,718,282,28.45,1000
17113,uncommon,400,donut,donut,,2023-03-04T01:26:01.826Z,20.00,746,746,219,616,243,5.36,0
64982,epic,11500,mummy,mummy,,2023-02-24T09:02:06.696Z,575.00,50,50,28,620,439,101.71,340
45406,epic,11500,discoball,discoball,,2023-01-24T14:30:31.213Z,575.00,53,53,39,1498,707,33.80,0
65094,rare,3500,frankie,frankie,,2022-11-06T22:59:35.201Z,175.00,150,150,90,171,75,0,0
68400,rare,3180,peach,peach,,2023-02-09T20:03:23.258Z,159.00,100,100,103,0,0,0,0
48407,rare,8500,gamer,gamer,,2023-02-28T23:38:10.635Z,425.00,100,100,60,1940,847,10.67,0
55136,rare,5000,floater,floater,,2023-02-26T06:50:17.885Z,250.00,150,150,140,120,71,0.99,50
3107,rare,1820,coconut,coconut,,2022-12-07T17:11:12.141Z,91.00,288,288,249,1319,570,13.58,0
55027,rare,5000,floater,floater,,2023-02-26T06:49:17.967Z,250.00,150,150,130,318,151,4.71,0
45160,rare,5000,jackolantern,jackolantern,,2022-10-26T16:16:07.190Z,250.00,150,150,137,804,369,14.63,0
68637,epic,11000,mummy,mummy,,2023-03-01T22:41:15.922Z,550.00,50,50,51,0,0,0,0
56440,rare,20000,ladybug,ladybug,,2022-12-16T19:52:04.300Z,1000.00,150,150,79,41161,20832,5407.27,5300
59306,rare,5000,cougar,cougar,,2023-02-03T17:00:19.859Z,250.00,150,150,150,45,29,0.33,730
54700,rare,5000,floater,floater,,2023-02-26T06:52:13.669Z,250.00,150,150,107,70,42,1.72,0
1522,rare,1850,coconut,coconut,,2022-11-29T13:00:50.852Z,92.50,288,288,119,303,125,3.37,0
