id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,tax,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
69797,common,105,starballoon,starballoon,,2023-03-16T10:05:49.605Z,5.25,3679,3679,4941,0,0,0,0
59162,rare,6000,cougar,cougar,,2022-12-16T03:36:22.299Z,300.00,150,150,11,62,26,2.19,150
70778,epic,17500,bat,bat,,2023-03-06T15:06:57.310Z,875.00,50,50,14,0,0,0,850
70789,epic,24300,bat,bat,,2023-03-06T02:23:42.129Z,1215.00,50,50,25,0,0,0,0
3721,uncommon,1200,target,target,,2023-03-15T11:42:16.921Z,60.00,747,747,31,995,397,35.88,50
45817,epic,35000,angel,angel,,2023-02-12T11:35:38.801Z,1750.00,50,50,37,6473,3259,145.43,0
45406,epic,11500,discoball,discoball,,2023-01-24T14:30:31.213Z,575.00,53,53,39,1498,707,33.80,0
67339,uncommon,2500,earth,earth,,2023-03-15T15:59:00.140Z,125.00,600,600,53,3763,1453,0,2500
54135,rare,5000,floater,floater,,2023-02-26T06:49:04.248Z,250.00,150,150,91,266,141,6.62,0
56453,rare,8000,ladybug,ladybug,,2022-10-30T14:48:35.523Z,400.00,150,150,91,5886,2816,640.14,4750
46545,rare,4750,ninja,ninja,,2023-03-16T21:40:32.965Z,237.50,100,100,100,1117,515,18.33,0
47657,uncommon,950,dog,dog,,2023-03-16T16:24:28.834Z,47.50,600,600,115,2804,1214,170.93,1300
59274,rare,19500,cougar,cougar,,2023-03-13T23:11:52.488Z,975.00,150,150,118,8977,4872,35.56,1110
55114,rare,5000,floater,floater,,2023-02-26T06:50:00.421Z,250.00,150,150,137,229,107,4.69,0
55136,rare,5000,floater,floater,,2023-02-26T06:50:17.885Z,250.00,150,150,140,120,71,0.99,50
51011,rare,5000,wheeee,wheeee,,2023-03-07T20:46:12.359Z,250.00,150,150,146,3408,1592,138.13,50
56533,rare,7800,ladybug,ladybug,,2023-03-17T01:24:07.951Z,390.00,150,150,150,9258,3744,5.68,5860
69999,rare,8000,cougar,cougar,,2023-03-16T16:02:47.415Z,400.00,150,150,153,97,36,0.25,0
70806,epic,16000,bat,bat,,2023-03-15T22:33:54.345Z,800.00,50,50,42,995,429,42.24,0
59221,rare,5000,cougar,cougar,,2022-09-17T17:22:15.691Z,250.00,150,150,65,0,0,0,0
55479,common,1555,clock,clock,,2023-03-16T20:27:40.670Z,77.75,2000,2000,194,7412,3390,275.44,0
56976,rare,9523.81,ninja,ninja,,2022-12-14T07:33:46.830Z,476.1905,100,100,102,362,177,4.10,0
2344,rare,1850,coconut,coconut,,2022-11-29T13:01:01.011Z,92.50,287,287,210,190,80,2.64,0
2532,rare,3000,coconut,coconut,,2022-01-26T16:57:13.870Z,150.00,287,287,217,809,270,0,0
54400,rare,5000,floater,floater,,2023-02-26T06:50:05.216Z,250.00,150,150,96,218,111,5.02,0
51076,common,170,vase,vase,,2023-03-17T02:27:57.044Z,8.50,2000,2000,142,72,28,0.96,0
3107,rare,1820,coconut,coconut,,2022-12-07T17:11:12.141Z,91.00,287,287,249,1319,570,13.58,0
