id,rarity,on_sale_price,filename,name,nft_id,on_sale_since,tax,supply_max,supply_circulating,ordinal,kills,wins,boosts,boosts2
69882,common,2500,starballoon,starballoon,,2023-03-18T02:45:22.377Z,125.00,3679,3679,4997,0,0,0,0
36373,common,200,button,button,,2023-03-17T18:54:43.390Z,10.00,3342,3342,4593,23,11,1.98,0
59162,rare,6000,cougar,cougar,,2022-12-16T03:36:22.299Z,300.00,150,150,11,62,26,2.19,150
70778,epic,17500,bat,bat,,2023-03-06T15:06:57.310Z,875.00,50,50,14,0,0,0,850
70789,epic,24300,bat,bat,,2023-03-06T02:23:42.129Z,1215.00,50,50,25,0,0,0,0
3721,uncommon,1200,target,target,,2023-03-15T11:42:16.921Z,60.00,747,747,31,995,397,35.88,50
41291,uncommon,1700,bomb,bomb,,2023-03-17T19:13:07.911Z,85.00,600,600,35,1283,493,53.20,0
59221,rare,5000,cougar,cougar,,2022-09-17T17:22:15.691Z,250.00,150,150,65,0,0,0,0
45406,epic,11500,discoball,discoball,,2023-01-24T14:30:31.213Z,575.00,53,53,39,1498,707,33.80,0
64996,epic,20000,mummy,mummy,,2023-03-17T22:56:00.943Z,1000.00,50,50,42,7101,3940,144.84,20870
41830,rare,4000,jackolantern,jackolantern,,2022-12-06T12:41:34.438Z,200.00,150,150,44,1388,591,13.85,0
71166,epic,15000,angel,angel,,2023-03-17T16:08:51.753Z,750.00,50,50,51,0,0,0,0
58122,common,250,virus,virus,,2023-03-17T17:55:18.862Z,12.50,2000,2000,51,24,11,0,0
70806,epic,16500,bat,bat,,2023-03-17T19:55:29.208Z,825.00,50,50,42,1032,444,42.24,0
71168,epic,12000,angel,angel,,2023-03-17T14:02:32.917Z,600.00,50,50,53,0,0,0,0
67339,uncommon,1600,earth,earth,,2023-03-17T20:49:02.925Z,80.00,600,600,53,3763,1453,0,2500
47418,rare,12589.52,candyswirl,candyswirl,,2023-03-17T22:28:31.621Z,629.4760,100,100,71,895,425,21.20,560
50871,rare,6476.19047619,wheeee,wheeee,,2023-03-17T22:42:15.680Z,323.8095238095,150,150,73,3333,1394,401.72,14380
41385,uncommon,1900,bomb,bomb,,2023-03-17T19:13:35.759Z,95.00,600,600,84,1939,672,13.98,0
54135,rare,5000,floater,floater,,2023-02-26T06:49:04.248Z,250.00,150,150,91,266,141,6.62,0
56453,rare,8000,ladybug,ladybug,,2022-10-30T14:48:35.523Z,400.00,150,150,91,5886,2816,640.14,4750
5489,uncommon,1000,yinyang,yinyang,,2023-03-17T18:51:15.967Z,50.00,715,715,92,1974,806,4.69,0
45444,uncommon,1100,panda,panda,,2023-03-16T10:04:48.835Z,55.00,600,600,92,1959,939,275.81,170
54400,rare,5000,floater,floater,,2023-02-26T06:50:05.216Z,250.00,150,150,96,218,111,5.02,0
46545,rare,4700,ninja,ninja,,2023-03-17T20:00:04.444Z,235.00,100,100,100,1117,515,18.33,0
56976,rare,9523.81,ninja,ninja,,2022-12-14T07:33:46.830Z,476.1905,100,100,102,362,177,4.10,0
67398,uncommon,2000,earth,earth,,2023-03-17T17:47:50.819Z,100.00,600,600,112,0,0,0,0
47657,uncommon,950,dog,dog,,2023-03-16T16:24:28.834Z,47.50,600,600,115,2804,1214,170.93,1300
59274,rare,19500,cougar,cougar,,2023-03-13T23:11:52.488Z,975.00,150,150,118,8977,4872,35.56,1110
54875,rare,5000,floater,floater,,2023-02-26T06:51:26.854Z,250.00,150,150,121,145,74,5.68,0
50926,rare,5000,wheeee,wheeee,,2023-03-17T19:25:17.522Z,250.00,150,150,122,645,334,9.46,0
5003,uncommon,1000,bull,bull,,2023-03-17T18:51:11.297Z,50.00,772,772,131,637,230,7.25,0
55114,rare,5000,floater,floater,,2023-02-26T06:50:00.421Z,250.00,150,150,137,229,107,4.69,0
67424,uncommon,2000,earth,earth,,2023-03-17T18:52:13.970Z,100.00,600,600,138,0,0,0,0
59296,rare,8500,cougar,cougar,,2023-03-05T13:37:08.211Z,425.00,150,150,140,703,415,365.64,1420
11612,rare,3000,melon,melon,,2022-01-24T23:35:29.917Z,150.00,272,272,140,0,0,0,0
55136,rare,5000,floater,floater,,2023-02-26T06:50:17.885Z,250.00,150,150,140,120,71,0.99,50
49791,uncommon,10000,moon,moon,,2023-03-17T16:49:55.935Z,500.00,600,600,141,293,151,3.90,0
51076,common,170,vase,vase,,2023-03-17T02:27:57.044Z,8.50,2000,2000,142,72,28,0.96,0
51082,common,200,vase,vase,,2023-03-17T17:49:49.394Z,10.00,2000,2000,146,87,34,1.65,0
51011,rare,5000,wheeee,wheeee,,2023-03-07T20:46:12.359Z,250.00,150,150,146,3408,1592,138.13,50
56533,rare,7800,ladybug,ladybug,,2023-03-18T02:35:49.451Z,390.00,150,150,150,9258,3744,5.68,5860
4297,rare,1580,eyeball,eyeball,,2023-03-06T05:34:00.161Z,79.00,289,289,151,69,31,0.99,0
59285,rare,3500,cougar,cougar,,2023-03-17T19:18:07.018Z,175.00,150,150,129,183,85,3.04,0
69999,rare,3300,cougar,cougar,,2023-03-17T12:31:54.283Z,165.00,150,150,153,97,36,0.25,0
59295,rare,4571.42857142,cougar,cougar,,2023-03-17T18:44:32.713Z,228.5714285710,150,150,139,152,73,1.65,3720
55027,rare,5000,floater,floater,,2023-02-26T06:49:17.967Z,250.00,150,150,130,318,151,4.71,0
40481,common,250,alien,alien,,2023-03-17T18:49:57.013Z,12.50,2000,2000,160,1113,327,2.93,0
43770,uncommon,1250,derp,derp,,2023-03-17T18:33:00.080Z,62.50,420,420,151,583,246,8.93,0
50772,uncommon,3500,ufo,ufo,,2023-03-16T23:55:12.288Z,175.00,600,600,84,245,102,2.92,900
54700,rare,5000,floater,floater,,2023-02-26T06:52:13.669Z,250.00,150,150,107,70,42,1.72,0
58871,rare,8000,wheeee,wheeee,,2022-08-05T09:17:49.716Z,400.00,150,150,151,0,0,0,0
55479,common,1555,clock,clock,,2023-03-16T20:27:40.670Z,77.75,2000,2000,194,7412,3390,275.44,0
2344,rare,1850,coconut,coconut,,2022-11-29T13:01:01.011Z,92.50,287,287,210,190,80,2.64,0
52912,rare,3000,banana,banana,,2023-02-09T13:05:55.391Z,150.00,150,150,129,43,18,0.73,0
40618,common,250,alien,alien,,2023-03-17T18:50:03.968Z,12.50,2000,2000,213,437,179,1.0,0
38344,rare,1500,bowie,bowie,,2023-03-17T19:00:49.646Z,75.00,320,320,206,1040,418,10.29,0
38352,rare,1500,bowie,bowie,,2023-03-17T19:00:31.255Z,75.00,320,320,214,734,305,9.80,0
2532,rare,3000,coconut,coconut,,2022-01-26T16:57:13.870Z,150.00,287,287,217,809,270,0,0
38238,rare,1550,bowie,bowie,,2023-01-24T14:31:18.367Z,77.50,320,320,114,567,248,5.04,0
52051,rare,5000,floater,floater,,2023-02-26T06:51:00.633Z,250.00,150,150,70,210,106,5.23,0
40195,common,500,saturn,saturn,,2023-03-17T18:50:57.814Z,25.00,2000,2000,166,474,181,4.59,0
3107,rare,1820,coconut,coconut,,2022-12-07T17:11:12.141Z,91.00,287,287,249,1319,570,13.58,0
67457,uncommon,3100,earth,earth,,2023-03-15T00:09:44.890Z,155.00,600,600,171,766,501,231.50,440
6330,uncommon,730,bull,bull,,2023-03-16T18:32:58.288Z,36.50,772,772,209,481,178,4.21,0
58326,common,200,virus,virus,,2023-03-17T09:41:19.235Z,10.00,2000,2000,224,12,9,0,0
67550,uncommon,999,earth,earth,,2023-03-17T15:36:03.855Z,49.95,600,600,259,0,0,0,0
12829,uncommon,570,racoon,racoon,,2023-03-17T22:38:52.620Z,28.50,783,783,259,1425,483,4.84,0
41781,uncommon,6000,bomb,bomb,,2023-03-17T18:52:23.897Z,300.00,600,600,111,982,359,9.93,0
40293,common,500,bowling,bowling,,2023-03-17T18:50:53.846Z,25.00,2000,2000,113,660,235,7.09,0
5230,rare,1995,eyeball,eyeball,,2023-03-01T16:40:09.099Z,99.75,289,289,199,2345,938,46.32,0
58393,common,2000,virus,virus,,2023-03-18T02:46:21.263Z,100.00,2000,2000,266,647,330,0.73,0
11096,uncommon,500,fishcake,fishcake,,2023-03-18T00:20:11.669Z,25.00,735,735,268,2911,970,3.79,0
7084,common,201,starballoon,starballoon,,2023-03-17T16:46:34.794Z,10.05,3679,3679,270,1,0,0,0
38418,rare,8999,bowie,bowie,,2023-01-18T18:46:15.044Z,449.95,320,320,270,572,202,32.61,1250
4543,uncommon,500,target,target,,2023-03-15T20:48:29.246Z,25.00,747,747,217,382,142,2.69,0
52177,uncommon,1900,bomb,bomb,,2023-03-15T07:08:36.089Z,95.00,600,600,218,299,112,0.66,1750
55094,rare,5000,floater,floater,,2023-02-26T06:48:52.885Z,250.00,150,150,135,213,134,6.48,0
70808,epic,13300,bat,bat,,2023-03-15T19:50:01.143Z,665.00,50,50,44,40,15,0,170
46315,uncommon,1950,derp,derp,,2023-03-15T13:56:33.681Z,97.50,420,420,285,198,81,2.78,0
58342,uncommon,1950,casinochip,casinochip,,2023-03-16T17:42:23.099Z,97.50,600,600,292,0,0,0,0
590,common,200,button,button,,2023-03-17T18:56:31.527Z,10.00,3342,3342,294,184,95,3.69,0
59306,rare,5000,cougar,cougar,,2023-02-03T17:00:19.859Z,250.00,150,150,150,45,29,0.33,730
58031,uncommon,10500,moon,moon,,2023-03-15T15:54:40.417Z,525.00,600,600,299,49,24,0.99,0
58479,uncommon,2500,casinochip,casinochip,,2023-03-17T16:19:49.068Z,125.00,600,600,304,74,35,0,0
3802,rare,1850,eyeball,eyeball,,2022-11-29T14:49:55.684Z,92.50,289,289,118,1635,620,225.53,0
55809,common,400,clock,clock,,2023-03-17T18:57:34.686Z,20.00,2000,2000,312,433,234,0.33,0
70776,epic,25000,bat,bat,,2023-03-15T17:39:48.860Z,1250.00,50,50,12,0,0,0,720
4468,rare,1850,coconut,coconut,,2022-11-29T13:00:57.721Z,92.50,287,287,314,119,66,3.18,0
41631,uncommon,1250,skull,skull,,2023-03-17T18:47:54.130Z,62.50,653,653,120,521,195,4.59,0
20321,uncommon,1500,donut,donut,,2023-03-15T18:04:46.575Z,75.00,746,746,320,1134,437,6.79,0
